,VIN,Market_Value_Mean,Market_Value_Std,Count
6040,WP0AA29946S715892,47572.59,8199,85
6041,WBA3T7C58FPW79615,30519.49,5015,401
6042,JN1AZ36D86M430093,12827.7,2860,294
6043,5YJ3E1EB6KF406612,48262.24,5588,2613
6044,5YJ3E1EA2MF876016,51419.61,5262,2586
6045,4S4BT61C937109088,8669.13,2044,94
6046,WDBNG74J96A467304,17365.5,4189,7
6047,1GT40FDA9NU100184,115139.0,0,1
6048,6G2EC57Y18L988042,18681.43,4202,89
6049,JT3HT05J1Y0096913,13966.66,3285,109
6050,3C6UR5DL8HG705927,45972.12,8130,2202
6051,JF1GR8H64DL856956,25160.35,3984,342
6052,WDBFA76F2XF177859,18614.82,3072,3
6053,WDDGF54X08F049912,9080.21,1861,1012
6054,WBAPT73518CX01921,9222.2,1991,52
6055,SAJWA54C35WE44460,5834.04,1402,10
6056,YV1SJ527362556761,11713.0,3448,6
6057,JM1NB353020219564,10231.26,2780,144
6058,1C6HJTFG5ML596756,54266.52,6065,4928
6059,WDBSK74F74F063673,24819.14,5315,56
6060,WBABS33441JY40018,6091.88,1505,76
6061,WP1AB2A2XGLA94678,45707.63,6557,284
6062,JM1FD3331R0300228,59993.25,23034,4
6063,WBSDE9341YBZ95418,29754.47,7638,28
6064,SALTY1242XA906885,6401.98,1726,9
6065,5UXKS4C5XF0J99017,28871.78,4191,404
6066,1FAFP48Y43F416860,31878.74,6259,149
6067,WBADN53453GF71185,12431.59,3900,19
6068,5YJXCDE21KF184733,94939.89,13563,190
6069,JHMAP1141YT008785,27604.34,6059,119
6070,WAUPN94E78N003578,18180.22,5446,15
6071,1G1YY26U165121710,27376.21,4367,1162
6072,WBS3U9C56FJ968564,45802.17,5631,1089
6073,1FMDU34X6MUC65434,3637.22,941,9
6074,WBA3G7C58EKN36079,20171.07,3737,148
6075,2FTHF25G1SCA00362,7319.36,2600,25
6076,WBS2U7C58K7D50933,64137.44,4919,172
6077,WBABW53426PL53825,9439.74,2190,135
6078,W1NYC7HJ8MX415864,239499.03,58772,2251
6079,WP0AF2A74JL140949,118790.98,14440,151
6080,SAJWA2GE0CMV23165,21619.03,4157,220
6081,1FADP3L99EL241379,16955.84,2893,1095
6082,5YJXCDE26KF149783,94939.89,13563,190
6083,1JCCE87E8DT045267,19462.69,4543,29
6084,WP0AB2A91HS123930,123437.91,14581,512
6085,JTEHT05J072107619,24326.39,5494,38
6086,WP0CB2A86FS140025,64688.7,10008,119
6087,WBA1J7C59GV289911,31291.06,3606,371
6088,JN1RZ27D1SX030073,11253.07,2063,6
6089,WBSBK0333WEC38425,19252.19,5467,37
6090,1FTHF25H7SNA16083,7319.36,2600,25
6091,SBM14DCA5JW001901,283003.98,26943,175
6092,WDBUF76J36A827503,16675.94,4373,13
6093,WDBAB23A8CB351552,5247.5,1057,2
6094,1FA6P8SJ4L5503196,42855.47,4839,3694
6095,WBADN634X3GS56286,12431.59,3900,19
6096,1G6DV8EPXE0149498,69995.92,13525,12
6097,ZAM39JKA4C0065108,27012.35,4322,40
6098,2B3HD56J31H564972,5124.43,1140,7
6099,SALLDVAB8AA273747,55594.4,26358,3
6100,WDDGJ7HBXEG178643,45411.02,8909,59
6101,JTEBU11F370004362,17256.33,3330,2460
6102,WP0CB29832U662209,18274.74,3580,105
6103,SALHV1244SA658274,28213.58,7964,11
6104,WD3PE8CC7C5695308,20226.81,5326,80
6105,1G1YY32G445117279,22051.79,4243,921
6106,1GCGK13U61F190592,10081.67,2582,36
6107,4JGFD6BB3MA514663,101694.63,11389,1154
6108,1J4FA69S74P778544,17117.04,4086,209
6109,JN1BZ34EX7M552763,13959.59,2947,124
6110,WDBFA63F3VF150780,8912.56,2642,25
6111,WBSDE93431BZ98911,32576.16,6726,16
6112,SALMF1E47BA357005,18959.0,3246,172
6113,JM1FD3313P0204046,48808.56,15308,26
6114,1G3GK4793FR369511,23200.05,4425,4
6115,JF1VA3Z64J9833119,38705.77,4278,534
6116,1G1YY0780G5109409,12199.12,3065,90
6117,1FMSU45P64EB31688,15342.67,3940,72
6118,WBANF73546CC34508,6758.4,1674,61
6119,1C4HJXEG1KW578767,46979.8,4762,4302
6120,1G4EC11C9JB901770,8215.69,1556,14
6121,WBACE51030EN62792,12249.64,848,2
6122,JTEBU4BF0EK201815,37752.3,6016,993
6123,3GNFK16T0YG127941,4794.56,1364,62
6124,WUABWGFF8LA906037,67478.67,4063,92
6125,SALWR2SU2LA878113,79100.07,5335,622
6126,WAUCGAFR5DA079943,23546.69,4134,190
6127,1B3BR65E6TV100179,52034.36,9015,15
6128,JT6HT00W9W0014204,12232.38,3895,30
6129,JA3XE74C8NY050746,17841.05,3782,7
6130,1FMEU15N9SLA39574,22122.93,4969,75
6131,JN1AZ34D06M331531,12886.06,2843,288
6132,1FA6P8JZ3L5551473,75038.54,9085,194
6133,WUAPV64B43N905785,18307.53,4133,34
6134,WDDGF7HB6CA721729,31272.15,6218,36
6135,1FMDU32X3RUA52497,3089.86,1053,17
6136,1G1YZ3D73J5000007,69955.81,7695,308
6137,TRUUT28N741010843,10864.76,2340,18
6138,2G2FV22G7Y2135282,19175.56,5141,42
6139,WDDLJ7GBXHA196566,69100.32,8297,71
6140,5YJ3E1EB5KF194950,48262.24,5588,2613
6141,1FMEU15H0PLA98417,24049.56,5821,46
6142,WBAEV53433KM03690,5929.81,1621,42
6143,SALHC1342SA648427,28213.58,7964,11
6144,WBSBR93494PK05632,21848.86,5900,112
6145,WBADR63483GN92376,11869.0,2730,2
6146,WDBGA32G6XA426706,8290.74,1987,7
6147,ZARED33R3R6292006,13000.0,0,1
6148,SCBGJ3ZA0GC059098,169782.39,17560,33
6149,WDBSK72FX7F133612,34175.75,6354,43
6150,JF1VA2M62G9802719,30906.59,3477,586
6151,WBSCK9338WLC86443,22256.37,5510,61
6152,JM1NC2PF9E0234731,22216.94,3030,112
6153,1GCEC14T11Z326359,7251.44,1950,663
6154,1G4GM1172HP424928,26091.72,9912,6
6155,JN1AZ34E93T013689,11899.35,2908,218
6156,WBA4W9C56JAB95075,42940.61,5166,207
6157,JTJHT00WX53554776,17898.68,4512,77
6158,SCBEC9ZA8EC086907,94574.97,13957,197
6159,WP0AC2Y11LSA72535,170061.67,20724,419
6160,WBSNB93516B581560,20989.5,4961,118
6161,WBAFR7C57BC267344,13950.61,2696,768
6162,4T1FA38P07U109339,8118.5,1991,461
6163,1FTEX14H8RKA66093,7823.2,2020,21
6164,WP0CA2986VS621866,11987.97,3010,58
6165,WVWAH63D748007680,18494.34,4355,5
6166,JA3AW75KXTY800265,18495.0,0,1
6167,WBSBR93423PK02957,21332.78,5137,98
6168,1B3JZ69Z78V200307,83946.53,15504,52
6169,WP0AA29911S622210,31410.06,6988,72
6170,WP0BA29992S635552,38617.96,10587,17
6171,WBADC8406J1724365,10935.25,2938,4
6172,1FTHX25H7HKA59863,3985.0,0,1
6173,JN1AR5EF1AM230390,70936.84,9355,90
6174,WDDDJ77X77A101699,19973.86,3830,28
6175,WAUDGAFL9CA083184,21425.99,4894,32
6176,50GK41SA2JA000167,64961.63,7438,67
6177,WBABW53406PJ97641,9439.74,2190,135
6178,WBSFV9C51DC774004,37127.29,5231,191
6179,WP0AA2960RS820150,30218.58,9028,4
6180,4JGAB74EX1A262287,7454.51,1977,7
6181,JN1AR5EG6EM110132,93503.49,13182,20
6182,ZFFFD32A0K0081835,51450.0,19021,2
6183,1HGED3540KA066893,3403.22,1409,2
6184,WBSNB93516B582000,20989.5,4961,118
6185,JF1GH75678G810036,10882.91,2454,155
6186,YS3DD78N2X7057194,4149.0,1019,13
6187,1G1YY12S925109989,27736.17,5165,173
6188,1FTEX1E61AFD70456,14437.43,3203,2450
6189,JT2SW21N9M0009047,12993.75,2443,4
6190,JTJHT00W113500213,14130.58,3573,64
6191,WBAUU3C50CA951227,15423.67,3545,43
6192,2B3LJ74W08H289231,27348.65,5904,240
6193,5YJSA1AG4DFP08475,35403.37,4585,455
6194,WDBBA45C1FA018878,15436.95,4219,50
6195,1GCJK34101E288657,14720.3,3531,90
6196,YS3GN4BJ5B4005180,11772.77,2249,8
6197,SCBGT3ZA0EC087698,115357.91,12840,53
6198,WBAHD6323RBJ96070,9948.17,67,2
6199,WP0AB2A94GS122527,114524.68,19177,159
6200,1FMNU43S24EC74612,16952.13,4582,113
6201,JTHBP5C24E5011560,48298.03,3998,3
6202,3C3CFFFH1FT667395,15164.04,2708,312
6203,WUAPWAF59KA901907,74539.71,4971,144
6204,WDBEA51E5NB695967,7446.26,1044,7
6205,SCBEC9ZA2EC093920,94574.97,13957,197
6206,ZAMFN1103LA331911,34800.0,0,1
6207,WP0AA2991TS321360,106801.67,29459,38
6208,WBAVT73528FZ37595,8847.94,1708,36
6209,SBM22GCA9LW000636,224723.73,23815,34
6210,WBAGB4318J3201291,7916.68,2184,3
6211,WDBJF74H5XA938381,12534.8,1660,5
6212,JN1AZ4FH9AM300096,20143.77,3884,296
6213,WDBTJ76H03F041406,10814.0,2205,12
6214,YV1SZ58D611011450,4570.78,1182,53
6215,1G6DV5EP1C0108320,39772.71,6596,245
6216,WF0DP3TH0H4120009,37789.68,4115,898
6217,WUAPV54B23N905455,19221.07,4493,37
6218,WDDNG79X17A068196,31714.38,5782,24
6219,WP0AA2A86EK170232,47068.79,5656,274
6220,WBS1H9C57GV786118,44899.94,3520,49
6221,1GTCS1447X8513347,5514.08,1669,11
6222,SCFBB03B47GC03320,53193.78,10374,64
6223,WAUMGAFLXCA056205,21425.99,4894,32
6224,1FAHP60A02Y102290,17741.94,4174,1005
6225,WBSWL93568P330931,29225.34,5695,356
6226,1G1BL52P3TR155674,24143.64,6271,110
6227,WBADC8405H1722861,12664.93,4041,3
6228,JTHCM1D2XG5003955,28324.9,3155,1140
6229,JM1FE173840114268,8293.54,2104,132
6230,1G2ZH36N474145151,6153.37,1521,452
6231,WBAWB73508P039580,11906.29,2773,644
6232,SCAZN02A1KCX27428,21431.9,5781,8
6233,WBAUN7C53BVM23922,17429.24,3591,238
6234,JACCH58R8L8919299,8000.0,0,1
6235,1G2WJ12XXSF342602,1898.99,429,4
6236,WBADN53431GC96249,9759.82,2539,13
6237,WDDHF7HB0AA147372,24696.3,5002,47
6238,WBAKE3C51BE558980,11876.92,2757,1820
6239,JT4VN13D8R5129728,8449.77,2220,11
6240,SBM13FAA8JW004423,200509.96,19294,118
6241,WBSNB93548CX08153,23509.35,5348,92
6242,WAUXL68E44A160680,14976.0,27,3
6243,19UYA42611A037032,5494.5,1245,40
6244,WDBBA48D7GA054516,23716.84,6734,82
6245,5UXFA13585LY10906,6151.13,1376,150
6246,1GCHR33N3HS145518,8496.96,2124,2
6247,W1KZH8KB3LA812667,139286.71,13967,22
6248,2J4FY39T0LJ505556,10161.45,3109,6
6249,1FAHP2KT1AG101368,10310.31,2190,212
6250,VAG46121717911752,67633.37,31561,3
6251,1FADP3L97DL311203,15934.8,2894,731
6252,JH4KA4678KC023706,7995.0,0,1
6253,WBSWL93518P330027,29225.34,5695,356
6254,SALTY12401A706093,5760.69,1179,14
6255,KNAE35LC6L6081472,39082.87,3359,257
6256,WDBCA45D5HA292312,16892.55,7201,2
6257,WP0CB29868U730091,32874.24,6477,52
6258,WAUBGAFLXDA230282,22634.16,3924,372
6259,JM1NB353630309786,10688.66,2645,176
6260,JH4DC53086S019800,12474.33,2129,46
6261,5TESN92N01Z871926,10838.74,2419,216
6262,WP1AA2A25DLA04030,25117.68,4587,275
6263,WDB46323017098191,43950.0,0,1
6264,1G2HZ54Y25U102801,7244.47,1809,28
6265,JM1NA3515M0225820,9707.44,2687,60
6266,WBS4Y9C5XJAC86937,63475.46,8121,756
6267,JA3AN74K5VY003459,41388.55,26288,2
6268,JHMAP11411T008470,27254.86,6312,127
6269,1GKEK18K8RJ762693,10729.3,2501,9
6270,WDDDJ75X46A054097,10745.79,2511,300
6271,3D7HA16H64G250563,38207.33,9337,64
6272,WBS3C9C5XFP803682,47689.06,5822,395
6273,SAJNX274XSC195968,17466.02,4423,26
6274,JT3HN87R3V0062611,7744.63,2393,46
6275,WDBTJ65J95F153851,7018.96,1537,45
6276,1FAFP49Y04F166808,35730.75,7668,82
6277,JF1GR89609L807470,19701.2,4074,49
6278,4USCK5339XLE95217,20086.66,5777,5
6279,JF1GD29692G530022,9681.54,2502,28
6280,ZARDA1242J1051019,8500.0,0,1
6281,SCCLMDDN6LHA10599,99598.06,6888,36
6282,WVWKC71K88W053496,14253.16,3097,159
6283,JTHBL46F085061557,13522.54,2889,696
6284,1ZVBP8CF4E5277406,27148.08,4492,2438
6285,SAJHY1745MC640589,10973.45,1951,4
6286,JT2MA67L5C0043134,18275.7,2880,3
6287,WBSNB93536B583164,20989.5,4961,118
6288,JF1CX3535NH108643,22981.07,2626,3
6289,WBS3U9C57GP968927,50327.22,6168,808
6290,2B3KA53H56H353926,9133.94,2093,434
6291,YS3AK46E3N2014293,5497.75,1291,4
6292,WAU4FAFL4AA151794,11092.16,2399,125
6293,1GC0KZEG7HZ346025,48888.11,8016,203
6294,JF1GG74667G815408,11635.46,2601,24
6295,WBS2U7C03M7J56864,72878.2,7535,141
6296,SALMF13497A240150,11480.48,2256,54
6297,JF4GG726X6G050479,8245.51,353,2
6298,WBSFV9C58GG343494,54828.66,8195,140
6299,1GNEV18K7JF158845,14073.41,2634,4
6300,1G1YB3D48M5117998,106149.48,11597,1225
6301,1G8MG35XX7Y131883,14420.94,3774,97
6302,JF1VA1C65J9806525,28581.99,2972,1148
6303,JTHBL46FX85079967,13522.54,2889,696
6304,1G1BL52P0TR172156,24143.64,6271,110
6305,1FA6P8CF5F5430306,31659.11,4257,4023
6306,WBAEG2315MCB74118,27944.79,7231,21
6307,1FAFP45X71F196946,10783.85,2853,94
6308,TRUB1AFK4A1016093,16401.38,3368,74
6309,2G1WL15C479393553,10279.9,2037,60
6310,WP0CB29881U660955,17852.07,3652,114
6311,WP0AA2990TS322290,106801.67,29459,38
6312,WBADT43473G032953,5284.36,1481,40
6313,1FATP8FF4K5120978,40577.63,4492,4538
6314,WMWSV3C59CT386632,12621.17,2774,737
6315,WBADT634X2CH88989,6189.64,1840,42
6316,WDBFA68F6XF175393,13600.4,3632,113
6317,1FAFP42X62F223818,10566.42,2812,238
6318,WDBHA33E4XF782933,20137.8,4338,5
6319,JTJHT00W164019511,22362.72,5155,141
6320,WP0AA2992YS621531,29524.45,6042,54
6321,SCFAD01A05GA01183,50304.68,8773,20
6322,WBSBR934X5PK08833,23396.42,6262,86
6323,JM1NB353430310791,10688.66,2645,176
6324,JA3AH86F43U095973,30476.18,6828,31
6325,1J7FT36L0LL153093,7000.4,1414,2
6326,SCBBP9ZA8DC078490,66596.67,13635,10
6327,WBSFV9C56DD095517,37284.77,5982,209
6328,SCCLMDVNXJHA10486,95412.22,12430,9
6329,JHMBB61411C008159,7807.6,1776,13
6330,1FAFP42X33F326986,11889.33,3198,305
6331,WMWZP3C52BTX84336,10220.4,2266,588
6332,1GKS2HKJ6GR240655,43463.77,5837,2248
6333,WDBLJ74G31F181585,14126.84,3950,13
6334,1J4BA6D11AL197976,21149.48,3274,162
6335,WDBEA30DXGA195714,6647.62,1932,4
6336,JT8CH32Y2V0052262,7675.88,1618,9
6337,JT3FJ80W9M0002981,16074.45,3441,18
6338,JHMAP11432T004731,26654.54,5609,153
6339,JHMBB6249YC008273,8031.57,2365,14
6340,WP0AA29991S623234,31410.06,6988,72
6341,3C3CFFJH6DT672290,13202.71,2842,665
6342,JTEBU4BF7CK129203,29877.54,5434,679
6343,WDDGF7HB7AF385881,27615.82,4367,45
6344,WBAEN334X3PC11841,5669.25,1331,13
6345,SAJWA1CB9BLV13017,17847.78,3308,141
6346,4USCJ333XWLC15021,11561.7,3005,73
6347,WBANB33504B087138,7732.48,1865,60
6348,5UMBT935X6LE89993,28245.14,6417,76
6349,WP0CA29851S620265,14688.28,3235,183
6350,JTEHT05J742053201,17089.44,4113,92
6351,WAUPNAF42JN001314,33114.69,3105,2206
6352,2FTZF0733YCB12222,25366.58,5638,34
6353,2G1FP22P0V2149955,14679.27,3963,97
6354,WBADN53431GC97496,9759.82,2539,13
6355,JTEBU5JR6E5151146,29323.95,3861,2865
6356,JTJBT20X880151511,17703.69,3729,496
6357,WP1AF2A54FLB91209,44163.23,6356,335
6358,5YJSA1E49KF332014,91283.59,7195,132
6359,WDDDJ76X56A035539,17423.25,3379,56
6360,WAUKGAFL7FA104433,28764.49,5502,32
6361,JHMAP11431T004582,27254.86,6312,127
6362,SALHC1347SA655213,28213.58,7964,11
6363,1J4FF48S5YL217263,6220.74,1724,156
6364,5YJSA1H16EFP52481,40868.88,6178,1023
6365,WBS8M9C53H5G83888,58016.85,7051,448
6366,TRUWT28N311002470,8401.73,2629,32
6367,JF4GG72636G051411,8245.51,353,2
6368,WBSAK0306J2197247,55939.32,9482,9
6369,JTEBU11F08K009296,19037.28,3861,1092
6370,JTJHT00W974023453,23873.71,4872,56
6371,WP0CA29912S654052,31831.33,6226,189
6372,WP0CB298XYU663978,17205.42,3902,96
6373,WBAVS13537FX16585,8679.61,1411,18
6374,JT6HJ88J9V0153728,20586.6,3883,27
6375,WBSEH93426B797844,22121.12,4008,43
6376,JN1BZ34D27M505783,13959.59,2947,124
6377,JHMAP1144YT005685,27604.34,6059,119
6378,YV1SJ527962578411,11713.0,3448,6
6379,WDDEJ71X67A005785,18183.76,4120,66
6380,WDBGA70E6PA135390,29900.0,0,1
6381,WP0AA29867U760796,26578.66,4801,194
6382,WP0CA29837U711922,23344.79,4854,122
6383,WBAEG1317MCB42409,27944.79,7231,21
6384,1FADP3L9XDL163774,15934.8,2894,731
6385,WBSFV9C52DD096907,37284.77,5982,209
6386,SALLDHAF7KA924472,106524.81,28419,14
6387,WBSDE9343YBZ96621,29754.47,7638,28
6388,JTEBU17R39K038696,17561.15,3859,36
6389,WBS8M9C57G5D31430,51712.95,5898,423
6390,JH4NA1260MT001906,70150.81,14567,23
6391,ZARBAAA47GM180762,58342.1,8678,17
6392,5UXKR6C50H0J83905,42046.29,4869,292
6393,5YJRE1A38A1001078,154950.05,7141,2
6394,WDDNG71X28A195889,14889.28,2983,726
6395,JNKCV54E23M220902,7864.76,2092,94
6396,1FMSU43F42EB31096,13814.46,3861,104
6397,JM1NB354840409625,17594.93,3962,35
6398,WBA8B7G56JNU95037,42180.95,4475,862
6399,1FT7W2BT1JEB29319,56681.03,10330,4848
6400,WAUPL58E55A014090,10491.41,2447,37
6401,2FABP7EV1BX139095,9340.25,2273,69
6402,JT8UF11EXP0174585,4297.68,1397,8
6403,1GNEV18K1MF147960,22283.06,4743,7
6404,1J4FJ68S2TL280534,4704.09,1255,34
6405,WDBUF87X68B202647,8994.21,1999,829
6406,WDCYC7DF9GX246252,113213.79,15448,390
6407,JM1FE173450144966,7774.51,1691,57
6408,JA3AM44H8VY001436,7421.66,1305,4
6409,WP0AA2991XS627156,27856.38,5827,108
6410,WDBNF67J96A479316,8004.93,1774,38
6411,WBAEG2317MCB72080,27944.79,7231,21
6412,1G1YS3D60J5602102,82996.66,8046,121
6413,WBAAA1308H2323096,6500.49,1943,6
6414,1C4BJWEG6HL602443,37529.77,3741,6008
6415,1G1YA2D43M5105111,99073.22,10778,795
6416,3TMLU4EN0FM167610,30284.63,4059,3800
6417,WDDNG76X87A082309,19090.85,4458,40
6418,WP0AB29928S731069,63008.91,11411,127
6419,JTEBU4BF4CK144726,29877.54,5434,679
6420,WAUYP64B41N166004,4260.67,1172,12
6421,WBSNB93587CX07800,20213.0,4377,27
6422,2G2FS32S7S2243900,5544.76,1761,18
6423,JT3HN87R6Y0266226,8364.62,2419,137
6424,JTEBU14R98K025891,13659.29,2770,984
6425,JM1FC3311L0801628,12999.0,0,1
6426,1G6DV8EP9E0159617,69995.92,13525,12
6427,JTEHT05J552079832,18962.93,4960,58
6428,WP0AA0956GN153897,24063.92,7049,36
6429,19UYA42651A032738,5494.5,1245,40
6430,WVGMB77L88D031842,6500.0,0,1
6431,YS3DP75G317013595,10734.65,2308,5
6432,WBSCL93471LJ80464,28973.43,4708,15
6433,WBAAA1301H2321920,6500.49,1943,6
6434,2C3CDYBT2DH733664,22270.42,3847,1215
6435,WBSNB935X8CX10358,23509.35,5348,92
6436,WP0CD2A99CS773178,115921.41,11843,42
6437,ZFFEW58A450142696,138167.59,24108,31
6438,4JGDA7EB5EA271909,37982.94,5852,73
6439,WBAHN835X7DT75324,8668.42,1748,153
6440,JF1GR8H65EL200881,26686.36,4210,190
6441,2B3LJ74W78H300192,27348.65,5904,240
6442,JF1GD70675L516142,20902.15,4171,65
6443,WDBEA34E4RC063560,5440.23,1640,6
6444,WAUDN74F68N019769,14899.34,2942,33
6445,SALPM164X2A464325,14557.47,4731,11
6446,4TAWN72N8VZ274235,8789.28,2397,29
6447,4USBU53596LX00313,15510.31,3673,91
6448,WDBSK76F06F109022,29498.35,8557,6
6449,3D7KU28C14G251012,15704.93,4047,721
6450,JT8BD69S210135050,5766.24,1483,59
6451,1FMNU45S74ED18195,15342.67,3940,72
6452,2BCHV81J0JB506570,7777.02,1548,5
6453,WDBGA70E6SA256994,7583.74,2710,12
6454,WBAGN83483DK10577,12928.85,5041,5
6455,1HGEM1153XL054719,15249.58,5252,4
6456,WDDGF5EB0BR174756,11434.04,2331,815
6457,WBAGJ832XVDL43435,10371.0,2495,4
6458,WP0CB2A87JS228879,82175.91,9891,208
6459,1FABP28M9GF292090,15316.34,591,3
6460,WP0AA2999XS620374,27856.38,5827,108
6461,WBS3R9C59GK335635,50327.22,6168,808
6462,WBSBR93433PK04457,21332.78,5137,98
6463,JN1CZ24H3PX535990,17967.21,5268,7
6464,5YJ3E1EA1HF002620,42873.14,3303,65
6465,1G6DW52P4TR701733,10668.11,2586,18
6466,JNKBY31A2WM400586,5897.23,1341,5
6467,SALMF1E42BA348454,18959.0,3246,172
6468,JTEHT05J472112466,24326.39,5494,38
6469,JF1ZCAD11J9600925,32708.72,2933,72
6470,WBS3C9C56FP806286,47689.06,5822,395
6471,WBSPM9C59AE202332,30741.07,6149,94
6472,1FMEU15N6NLA64694,18803.28,5360,15
6473,WDDKJ7CB1AF022170,15935.85,3103,276
6474,WUAC6AFR5DA901181,38186.27,5505,173
6475,WBSCM9343YLC61360,45812.77,14064,19
6476,1ZVBP8CF6E5270330,27148.08,4492,2438
6477,2C3CDZL99KH595420,82492.17,7716,424
6478,WDBDA24AXEA029454,3500.0,0,1
6479,WUARU78E17N901656,34986.2,6891,21
6480,JT6HJ88J2V0178731,20586.6,3883,27
6481,WDBUF77XX7B094638,18683.52,3999,50
6482,WBSKG9C57DJ592960,41292.16,9070,229
6483,JT3FJ60G2C0051807,22474.82,3570,2
6484,SAJMW1341RC674918,12499.49,6613,3
6485,1GTEK19R0WR515608,6919.2,2015,75
6486,5YJ3E1EC4LF625143,55806.33,4814,1608
6487,WDBSK74F33F048814,24410.49,5969,104
6488,WBABW53406PZ40718,9439.74,2190,135
6489,WDBRN40J44A609647,5429.29,1267,86
6490,ZFF67NFA9A0174526,216831.57,32238,42
6491,WDDGF77XX9F237393,23971.06,4817,109
6492,1G1YY3D79K5117496,72966.49,6621,747
6493,1G1YP2DW9B5108429,39369.29,5410,49
6494,WBACH3346YLF71749,10876.9,2546,49
6495,1FA6P8CF1G5252945,32816.03,4162,3700
6496,WP1AB2A59JLB34220,54929.97,5174,991
6497,JM1NA3516M1222144,9707.44,2687,60
6498,JT8UF11E8M0072357,8642.72,2762,8
6499,JM1NC25F080142107,14219.13,2860,316
6500,1J4GS587XLP500051,30517.67,8772,13
6501,WDDWJ8DB5KF773313,38881.3,5298,3576
6502,ZAM56PPA0E1078335,35903.2,5636,128
6503,SCFEBBAKXBGC14777,60248.81,8862,12
6504,WBAJB9C50JB286039,54132.93,5529,817
6505,1GNES13H862261985,5663.51,1459,1081
6506,1FACP44E6LF161661,16296.4,4942,36
6507,JM1NA3535V0730839,9329.84,2283,30
6508,YV1SZ592451189070,5500.89,1411,95
6509,5GNEN13L598122614,30378.95,6519,35
6510,1C4HJXFG4JW262552,48812.48,4866,4553
6511,1ZVBP8JS9B5142630,43815.44,6235,253
6512,WBSBR93424PK08159,21848.86,5900,112
6513,JTHFN48Y230047062,15977.11,3747,275
6514,JM1NDAC75G0118094,24847.43,2987,589
6515,1FTFW1RG6JFA96262,62905.94,6675,3482
6516,1ZVBP8CU7D5249242,40119.14,6610,249
6517,WDDHF9AB1AA157804,15275.55,3144,124
6518,WBSBL93453JR22208,21332.78,5137,98
6519,1G1FK1R6XK0132017,69219.24,6107,421
6520,WP0CB29884U661818,20989.19,5174,43
6521,JT3HJ85J5V0163772,20494.35,4764,20
6522,3D3HA16H54G176263,38207.33,9337,64
6523,WBA3K5C50EKT33254,21483.95,4069,102
6524,WP0AB29856U784843,32469.22,5317,203
6525,WBAGG83411DN87498,10406.85,2721,19
6526,JT8CD32Z8V0040637,9696.31,2158,6
6527,SALMF134X8A284904,12043.27,2640,121
6528,WBSPM9C50AE202395,30741.07,6149,94
6529,1FTFW1EFXEFA86627,25110.78,4778,20245
6530,WUAAWCF5XMA902150,89613.94,2967,67
6531,WP0CA29893U620230,15227.75,3186,137
6532,WBSWD93539P362377,28818.33,5557,147
6533,KMHGH4JH2EU077211,19812.85,3575,339
6534,WP0JB0928GS861833,26364.63,8024,16
6535,WV2NB47042H093348,22553.56,6654,25
6536,JT3FJ80W4N0049868,16848.1,4677,15
6537,JTJHY7AX1D4110115,40666.68,5641,336
6538,3C3EY55E25T290689,4919.35,1170,113
6539,WBSDE93421BZ98737,32576.16,6726,16
6540,SAJHX6249VC790228,6996.3,1224,5
6541,SALHV1244KA357570,18648.57,6376,6
6542,WD3PE7DC7E5901495,28674.25,7133,124
6543,JN1AR5EF5HM820599,114060.95,13509,116
6544,1J4FA49SX2P703032,12470.79,2696,214
6545,WBANW5C51ACT56589,12407.54,2976,61
6546,1G1YZ26E095107775,45793.35,7095,113
6547,1FAFP45X9WF248388,9445.69,2475,106
6548,5UMDU93528LM08670,40418.05,11685,6
6549,JN1CZ24D6SX570707,28631.67,8077,3
6550,WBSKG9C5XDJ593682,41292.16,9070,229
6551,1G2AM37R6EP305259,6887.18,2046,7
6552,WP0CA2A87GS120077,55070.2,7633,97
6553,WDDZH8KB3JA380997,95184.19,14359,339
6554,WP0JB0926KS860298,33946.22,7286,12
6555,2FTZF073X1CA86143,27569.93,7038,30
6556,1GCDK14K3MZ167970,8381.99,2551,26
6557,WDBLK70G83T132194,9588.25,2651,52
6558,55SWF8HB2FU086773,52256.99,7847,100
6559,WF0DP3TH2J4126562,43593.42,4831,127
6560,4S4BT63C846102072,10899.85,2498,13
6561,SALME11455A197221,8405.18,2150,48
6562,WZ1DB0C08MW040256,59088.95,3644,1069
6563,4USBU53527LX03507,15570.58,3707,86
6564,WDDNG71X38A222131,14889.28,2983,726
6565,1G1BL52P8SR170136,18918.4,5448,36
6566,WBSNB93548CX08265,23509.35,5348,92
6567,WBSJF0C00LCD66425,104230.76,11376,176
6568,WDBFA67EXPF072633,12773.59,2804,24
6569,JT8JZ31C1N0004553,8448.47,1963,10
6570,WBA4P3C35HK528778,38674.55,5503,162
6571,WDBCB25D1GA246959,5369.04,1350,7
6572,WUAPV64B73N904856,18307.53,4133,34
6573,1LNBM82F1KY715835,8897.7,3202,10
6574,1ZVBP8FF7E5315710,27148.08,4492,2438
6575,WBAWL73527PX50287,10754.13,2567,573
6576,WBY2Z4C5XKVB81922,111895.9,11167,384
6577,WDDNG7GB4CA457805,32195.28,6728,11
6578,WP0AB2A87KS278139,86084.09,8088,155
6579,1J4FA69S53P375466,15771.64,3646,69
6580,JT8CD32Z7Y1007336,16297.4,3233,3
