,VIN,Num_Days
6259,JA32W8FV5BU045440,405
6260,1FTEW1E54JFC82298,208
6261,1FA6P8CF1G5268384,90
6262,WBSNB93556B581674,564
6263,WBSBR93452EX23469,271
6264,3VWHD81H3VM014132,145
6265,2CNBE1863V6901480,301
6266,1FTFW1RG4MFC58796,171
6267,WP0CA29802U625542,375
6268,5TFCZ5AN6HX081793,90
6269,SALLDHAC7BA253625,308
6270,WDBFA63E5SF108775,727
6271,WDBEB33D0HA311965,703
6272,JT3HJ85J1T0133956,126
6273,WBAPT73588CW98080,677
6274,WBABB2304K8864027,90
6275,WDBUF76J35A757340,116
6276,WDBGA42EXNA037407,525
6277,WBABD53406PL17718,172
6278,JTEBU11FX70067541,90
6279,1FACP40E4NF122270,356
6280,ZAMCE39A260023764,668
6281,WP0CA29953S651706,691
6282,JHMAP21458S000894,689
6283,1VWDC0173EV018519,748
6284,1C6SRFU97MN812843,292
6285,JF1GG29682G811137,297
6286,JN1AY1AP5DM540024,476
6287,SAJWA43C289B22620,279
6288,WDDNG76X37A051176,286
6289,JT6HT00W7X0038325,641
6290,None,325
6291,WBAUU3C56BA544916,607
6292,SAJWA45C399B29574,90
6293,WDDEJ79X28A013842,111
6294,WBAUC9C57BVM10785,138
6295,WDBTJ72H39F257538,602
6296,WAUGN74F29N024739,467
6297,5Y2SN63L05Z422419,298
6298,JF1VA2M67H9809182,728
6299,WAUDGCFL5EA120195,90
6300,3C6TR5EJ1MG525353,147
6301,ZFFEW59A470153683,90
6302,SAJWA0FB6BLS03297,384
6303,1FATP8FF2K5128433,377
6304,7FCTGAAA1NN008697,90
6305,SAJWA6GL6EMK00750,361
6306,WBAVS13517FV95099,599
6307,TRUUF28N551003303,193
6308,3FADP4GX8FM149145,305
6309,WDBJF70J51X060996,389
6310,WMWRE33526TL22466,102
6311,JT4RN01P0R7068081,250
6312,JH4DC53056S007894,482
6313,WBSDE93411BZ98227,635
6314,WDDKK7DF0CF180730,165
6315,WBS3R9C54GK336062,334
6316,CD5W0302286,90
6317,1C3BC59G3FF145959,377
6318,JT2AL35W9F0191140,419
6319,WAUBGAFL7FA001545,676
6320,JACCN57X417D00746,409
6321,WBSEH93577B798675,90
6322,1J4FY69S9PP212790,781
6323, WBS4Y9C5XJAA85782,420
6324,SCBCR63W94C021510,326
6325,1FAHP2KT4HG116750,318
6326,WZ1DB4C05LW022464,90
6327,1FALP42T2SF134778,90
6328,JT3HT05J8X0070498,424
6329,WBALM73509E165402,480
6330,WBSDE93422CF91581,665
6331,ZLA831AB000584218,437
6332,JHMAP1142YT001375,320
6333,WDCYC7DF6DX207999,468
6334,WDDEJ77X48A017930,305
6335,JHMED9364JS004684,143
6336,WDBEB28D4NB686363,90
6337,JN1AR5EF2CM251204,153
6338,JT3HN86R620365993,90
6339,PP1-1002447,446
6340,WDBEA26D2NB740703,486
6341,WBSEG9321SCD00162,683
6342,JM1NA3517m0205102,357
6343,WBXPC93418WE78936,90
6344,WBSBR93464PK07578,276
6345,WDBWK73F05F056360,606
6346,57XAARHB3L8136602,178
6347,WDBCA39DXJA404564,676
6348,WDDGF54X18F081817,452
6349,WBAKA8C56CC447024,319
6350,WDBKK66F72F262968,691
6351,WAUMFAFM6CA135351,349
6352,3FADP4GX9FM175754,278
6353,WZ1DB4C02LW022292,465
6354,WDC0G8JB4JF435753,172
6355,JAACR16E4N7100412,441
6356,1FA6P8CF5J5123288,259
6357,GF8-022404,174
6358,2GCEK19R3V1221353,90
6359,YS3FH49Y351039114,334
6360,WDDUG8FB9FA142067,481
6361,1GT40FDA2NU100284,90
6362,JTJBT20X980156183,109
6363,WBSCD0327WEE12986,132
6364,WBAET37474NJ42956,187
6365,JF1VA1B66K9810294,94
6366,WVWAN7AN0DE565222,291
6367,WBSDE9349YBZ95523,90
6368,WP0CB29818U732251,124
6369,WBABB231XMEC25800,697
6370,1HGCV2E35JA002353,447
6371,WP0JB0937KS050462,90
6372,JHMBB1176TC000185,550
6373,WAUVT68E54A172957,161
6374,WVWKK63B23P441286,294
6375,3FAFP31Z24R128028,123
6376,WP0AA0940GN454169,444
6377,WBAAG3302C8376361,692
6378,1FMDE5AH8NLB11353,90
6379,WBAPT73568CX01042,196
6380,19UUA9E56CA011513,404
6381,JA32W8FV2BU037277,139
6382,JN1AZ36A84T004865,602
6383,JF1CX3533NH104199,685
6384,WBSBL93415PN62984,298
6385,1G6KF5792YU280892,90
6386,3TMKU4HN6DM034550,138
6387,K100P003439,202
6388,WBSBR93472EX23943,381
6389,WVWKK63B23P441286,581
6390,ST2050010591,354
6391,JA3AH36C36U043179,90
6392,JH4DB8589VS000355,189
6393,WBADC8406J1724754,90
6394,WP0AB29972S687335,90
6395,4TARN01P1SZ326341,403
6396,BCNR33-002099,109
6397,ZAMJK39A090044715,231
6398,7FCTGAAL0NN002181,118
6399,WBAUN7C55BVM24280,90
6400,SAJWA73BX4TG17489,306
6401,WP0CA2994YS650442,385
6402,1FTEX1RG3LFB85329,525
6403,1G1FJ1R63J0175924,417
6404,3FADP4GX8JM144651,90
6405,JTJBT20X070130411,90
6406,SALTW15451A702168,567
6407,1G1YY26E785103952,468
6408,JN1AZ36A74T011824,221
6409,JTJHT00WX43543226,276
6410,4USCH9337XLF81874,238
6411,SAJWA79B06SG50100,431
6412,WDBBA48D8GA045789,651
6413,ZFF65TJA7D0192089,262
6414,WAUDF78E68A167393,221
6415,WBAPT7C52AC237902,307
6416,1FA6P8JZ5J5502451,691
6417,SCCDC0828WHA15629,199
6418,YS3DF75NXT7009063,152
6419,WBADN63483GN88162,300
6420,SCFFDAAMXEGA15243,213
6421,1J4FA291X5P301785,179
6422,CD9A-0003112,266
6423,5GRGN23U05H113223,90
6424,WP0AD2A93MS257360,396
6425,2C3CDZDJ8FH744012,221
6426,1G1Y72D49L5101450,402
6427,SCFEKBAK8CGC16609,550
6428,WBAEC8400G0613670,735
6429,JT3HP10V8V7025442,775
6430,YV1A22VM3L1141952,469
6431,YV1AH852971019716,280
6432,WDBJF55F5VA422150,517
6433,WBSDE93421BZ97619,90
6434,WP0AA2A96GS106770,315
6435,JHMAP11443T002245,347
6436,WAUC4CF5XJA094242,175
6437,JTJHT00W443541410,418
6438,3GNGK26G26G237917,90
6439,WP0AB2A82EK193875,664
6440,WBSKG9C55BE369242,90
6441,WDBLJ70G81T079903,145
6442,WDBCA45E5LA513604,124
6443,JTJHY00W494021906,454
6444,1G1YY12SX25131631,259
6445,JF1VA2M63J9830553,118
6446,WP0AA29944S620763,763
6447,WBAUC9C54CVM12642,136
6448,57XAAPFA8F5100151,552
6449,WAUXL68E64A170174,130
6450,WDDGF77X79F223404,486
6451,JT3HT05J1Y0083191,465
6452,WBABB2309J8855564,622
6453,4S4BT62C667102506,404
6454,WDBEA66E6SC282685,129
6455,JTJHT00W943538423,318
6456,WBAVS13528FV95114,500
6457,WDBUF76J05A714929,90
6458,WBSNB93547CX07129,342
6459,4JGDA2EBXEA320105,419
6460,JN1CZ24A8LX004829,306
6461,WDCYR49E22X128551,118
6462,3GNFK16T11G114783,258
6463,WUAKBAFX0H7901940,390
6464,1C6JJTBG6LL133983,95
6465,4HRAA11P8SA000013,693
6466,1C4RJFDJ8KC660282,515
6467,WAUGN94F19N025702,90
6468,WMWSV3C50CTY28052,320
6469,19UDE4G70PA001345,90
6470,WBADM5342YBY18943,278
6471, JT8UF11E3P0182382,644
6472,WDBJF55F9VJ034015,678
6473,WP0CB2A88HS240873,711
6474,WDBNF67J66A475403,543
6475,1FA6P8CF3J5129428,90
6476,WBA1J7C57FV289419,419
6477,WP0CB29995S675197,332
6478,WDDGF77X09F221008,312
6479,2C3CDZC90HH500641,692
6480, JTEBU5JR7J5608380,574
6481,SAJWA43BX85B22119,602
6482,WDBPJ76J63A036261,738
6483,1C4RJFDJ2FC173987,273
6484,WBSDE9342YBZ96108,103
6485,W1KWF8GB0MR643910,90
6486,WBAEV53452KM00742,356
6487,KZH1060005201,171
6488,WP0AB2A94KS114646,161
6489,1FMEU15H4TLB27315,144
6490,YS3FH71R896001280,710
6491,JTEBU4BF4CK129837,175
6492,WUARU78E07N900384,265
6493,SAJWA03V451N16797,297
6494,4USBU33588LW61060,90
6495,5YJSA1CN4DFP07094,565
6496,WDBUF77X98B226841,720
6497,JM1NB3530X0137454,438
6498,5YJSA1DPXCFS00067,431
6499,JT8BD69S720159412,129
6500,1C4AJWAG4EL200613,553
6501,3C3CFFFH0DT665943,693
6502,WDBTJ77H38F242142,90
6503,WBAVB77598NJ97157,195
6504,WDDHF7HBXAA091120,467
6505,WDDGF54X69F226061,445
6506,2C3CDZC92GH336064,567
6507,SALTW19414A839820,559
6508,3FADP4GX9EM159343,90
6509,WDBFA67E1SF122263,573
6510,WDCYR49E52X129337,595
6511,TRUDD38J081039803,430
6512,2G1FT1EW4A9115012,91
6513,WDBUF56X98B225663,486
6514,WBAKB8C56CC448106,446
6515,JH4KA4678KC023706,669
6516,WP0CB2A80BS745409,90
6517,2G2FV22G9Y2137888,308
6518,1FTHX25F2VEB31612,90
6519,WP0EB091XJS170271,300
6520,WP0AA2A88JS260203,90
6521,WAUXU64B92N136728,259
6522,JT4RN01P9M0022461,740
6523,JTMHY7AJ1B4008759,98
6524,JHMAD5428EC126144,552
6525,JF1VA2M61H9802714,423
6526,1FTJW35G2REA28375,264
6527,WP0EA0914BS160324,90
6528,WP1AC29P18LA81512,325
6529,JM1FB3313F0896068,391
6530,WVWWF7AU2HW112102,210
6531,SALJY1283TA533232,675
6532,5UXZV8C57D0C16594,502
6533,WDDUG8CB7EA053617,209
6534,5YJ3E1EA6KF306727,214
6535,WP0CA29982S651939,90
6536,4JGDA6EB3HA925028,444
6537,5YMKW8C56G0R43878,115
6538,WMWRH33506TF87493,325
6539,6G2EC57Y59L170573,500
6540,WDBLJ70G12F201131,90
6541,1G1YJ2D7XH5108118,287
6542,KM51-0020937,543
6543,WV2MB47033H030402,713
6544,JTEBU5JR2F5205835,479
6545,WP0CA2988XU631872,440
6546,5YMKT6C36H0U39263,102
6547,4JGBB77EX8A333773,231
6548,JTEBU11F870032660,90
6549,WBSAK0308J2197220,279
6550,JM1NB354440406964,483
6551,WVWRF7AJ8CW336664,258
6552,WP0CA2988WU624466,90
6553,WV2KH4708YH125972,131
6554,JT2MA71L7H0041455,486
6555,WDBBA48D0HA067884,222
6556,WP1AA2A58JLB20148,153
6557,JM1NB354650413237,280
6558,WBAUC9C53DVY60808,90
6559,WDBLJ74G01F180247,108
6560,1G2MN25B99Y000025,357
6561,WBSBR934X4PK04540,607
6562,JT2AW16J1K0155094,292
6563,JN1RZ26H0MX501458,353
6564,WBS43AY09NFL73487,291
6565,1FABP64T6JH198104,101
6566,WBSDX9C50CE784592,733
6567,2G1WZ121349369533,454
6568,WUAWRAFC3HN902313,350
6569,WAUKGAFL6AA034030,90
6570,5YJSA1E58MF435789,202
6571,5GRGN23U45H131756,501
6572,TRUUF28N241008540,186
6573,WBSBL93476PN64899,193
6574,1J4FF48SX1L516141,397
6575,6G1MK5T28BL557242,181
6576,WDBUF76J64A558037,404
6577,JM1NDAL77H0105185,774
6578,WP0AB29953S687013,278
6579,WDBEA66E3PB880178,623
6580,WBAAA1303H8251009,90
6581,1G2MG35X58Y110080,378
6582,1G6DV1EP4E0118156,362
6583,JHMAP21496S004038,559
6584,1J4FF48SXYL129177,410
6585,1FTFW1R60DFD31833,661
6586,3GNFK16R2XG137616,250
6587,YS3FM47R081144916,90
6588,SALMF1D43CA378842,136
6589,JTEBU11F570060660,144
6590,JF1VA1B69H9840026,368
6591,1G6YX36D165603595,294
6592,EA11R121601,770
6593,WBAEC7406G0607317,259
6594,WBABN53461JU36527,458
6595,WDDUG7KB3FA155350,90
6596,JHMEC1425HS032133,619
6597,JF1VA2P6XF9827488,90
6598,WP0CB29831S660132,340
6599,ZFFYR51A8X0117544,642
6600,JTEHT05J742056034,201
6601,WBALM7C50BE383524,90
6602,1FMDE5BH5NLA86474,124
6603,GC8057259,263
6604,WDBUF76J24A493624,262
6605,WDDGF77X99F300287,291
6606,YS3EB49G193505153,480
6607,JF1GV8J67CL003195,90
6608,JM1NB354850413403,119
6609,WBSNB93558CX09697,297
6610,JF1ZNAE18K9701034,537
6611,WP0CA2997XS652068,151
6612,WBSBR93476PK10606,335
6613,2C3CDZL97MH672059,90
6614,WP0AA2A99CS106076,90
6615,JTELU5JR9N5979325,258
6616,JN1AR5EF7GM290442,385
6617,WBAGG83411DN81197,479
6618,WP0AC2A9XFS184204,264
6619,WAUR2AF28KN051944,479
6620,WDDHF9AB1BA469493,748
6621,WBAWV535X8P079368,102
6622,WBABJ5321SJC83764,152
6623,1G6EL12Y4XU601813,90
6624,YV1SJ52Y942395984,147
6625,WBAGE21000DJ46043,159
6626,JACCG07E1R9804003,140
6627,WDBUH65J64A383214,346
6628,JTEHT05J342064051,347
6629,JZS1550068907,140
6630,WDBSK75F14F082623,321
6631,WBSBL93433JR20134,634
6632,1FTDF15Y9GNB26603,94
6633,JH4KA7635PC010255,739
6634, K100P006256,129
6635,JM1NDAC72K0303115,175
6636,WBA3G7C57EKN37238,368
6637,WBAKB8C59ACY63241,496
6638,JM1BL1H45A1316597,581
6639,KK33115236,90
6640,YV1RH52Y442366712,350
6641,WDDNG7GB7BA386632,328
6642,WVWWF7AU9JW074731,595
6643,WBA3R5C51FF785395,423
6644,WBXPC93428WE78752,172
6645,N43W0206682,167
6646,WP0AA29946S715892,98
6647,WBA3T7C58FPW79615,453
6648,JN1AZ36D86M430093,340
6649,5YJ3E1EB6KF406612,530
6650,5YJ3E1EA2MF876016,357
6651,4S4BT61C937109088,244
6652,WDBNG74J96A467304,616
6653,PG6SA100848,433
6654,1GT40FDA9NU100184,111
6655,6G2EC57Y18L988042,489
6656,PG6SS-100498,633
6657,JT3HT05J1Y0096913,293
6658,WZ1DB0C06NW046963,160
6659,3C6UR5DL8HG705927,236
6660,JF1GR8H64DL856956,581
6661,WDBFA76F2XF177859,90
6662,WDDGF54X08F049912,514
6663,WBAPT73518CX01921,721
6664,SAJWA54C35WE44460,270
6665,YV1SJ527362556761,410
6666,JM1NB353020219564,374
6667,1C6HJTFG5ML596756,139
6668,JB31W-105231,329
6669,WDBSK74F74F063673,357
6670,WBABS33441JY40018,628
6671,WP1AB2A2XGLA94678,90
6672,JM1FD3331R0300228,308
6673,WBSDE9341YBZ95418,90
6674,SALTY1242XA906885,385
6675,5UXKS4C5XF0J99017,518
6676,1FAFP48Y43F416860,460
6677,WBADN53453GF71185,472
6678,5YJXCDE21KF184733,363
6679,JHMAP1141YT008785,748
6680,WAUPN94E78N003578,308
6681,1G1YY26U165121710,201
6682,WBS3U9C56FJ968564,627
6683,1FMDU34X6MUC65434,594
6684,WBA3G7C58EKN36079,90
6685,2FTHF25G1SCA00362,174
6686,WBS2U7C58K7D50933,528
6687, WBS1J5C58J7B70276,425
6688,WBABW53426PL53825,538
6689,W1NYC7HJ8MX415864,124
6690,WP0AF2A74JL140949,90
6691,SAJWA2GE0CMV23165,420
6692,1FADP3L99EL241379,180
6693,5YJXCDE26KF149783,90
6694,1JCCE87E8DT045267,250
6695,WP0AB2A91HS123930,382
6696,JTEHT05J072107619,439
6697,WP0CB2A86FS140025,146
6698,2B4FK5134JR553314,430
6699,WBA1J7C59GV289911,129
6700,JN1RZ27D1SX030073,90
6701,WBSBK0333WEC38425,686
6702,1FTHF25H7SNA16083,614
6703,SBM14DCA5JW001901,714
6704,WDBUF76J36A827503,245
6705,WDBAB23A8CB351552,454
6706,1FA6P8SJ4L5503196,685
6707,WBADN634X3GS56286,332
6708,1G6DV8EPXE0149498,215
6709,ZAM39JKA4C0065108,258
6710,2B3HD56J31H564972,273
6711,SALLDVAB8AA273747,355
6712,H56A-0019523,452
6713,WDDGJ7HBXEG178643,343
6714,JTEBU11F370004362,209
6715,WP0CB29832U662209,90
6716,SALHV1244SA658274,613
6717,WD3PE8CC7C5695308,304
6718,1G1YY32G445117279,90
6719,1GCGK13U61F190592,231
6720,4JGFD6BB3MA514663,90
6721,1J4FA69S74P778544,90
6722,JN1BZ34EX7M552763,90
6723,WDBFA63F3VF150780,305
6724,WBSDE93431BZ98911,619
6725,SALMF1E47BA357005,465
6726,JM1FD3313P0204046,153
6727,1G3GK4793FR369511,391
6728,JF1VA3Z64J9833119,90
6729,1G1YY0780G5109409,90
6730,1FMSU45P64EB31688,90
6731,LH1230016105,164
6732,WBANF73546CC34508,468
6733,1C4HJXEG1KW578767,90
6734,1G4EC11C9JB901770,350
6735,WBACE51030EN62792,356
6736,JTEBU4BF0EK201815,623
6737,3GNFK16T0YG127941,580
6738,WUABWGFF8LA906037,465
6739,SALWR2SU2LA878113,90
6740,WAUCGAFR5DA079943,278
6741,1B3BR65E6TV100179,244
6742,JT6HT00W9W0014204,332
6743,EL30-7106387,473
6744,JA3XE74C8NY050746,431
6745,1FMEU15N9SLA39574,90
6746,JN1AZ34D06M331531,651
6747,1FA6P8JZ3L5551473,206
6748,WUAPV64B43N905785,90
6749,7FCTGAAL5NN001897,91
6750,WDDGF7HB6CA721729,319
6751,1FMDU32X3RUA52497,104
6752,SARRAWBMBMG001005,480
6753,1G1YZ3D73J5000007,454
6754,TRUUT28N741010843,346
6755,2G2FV22G7Y2135282,90
6756,WDDLJ7GBXHA196566,374
6757,5YJ3E1EB5KF194950,194
6758,1FMEU15H0PLA98417,587
6759,WBAEV53433KM03690,279
6760,SALHC1342SA648427,427
6761,WBSBR93494PK05632,192
6762,WBADR63483GN92376,348
6763,WDBGA32G6XA426706,277
6764,ZARED33R3R6292006,327
6765,SCBGJ3ZA0GC059098,104
6766,WDBSK72FX7F133612,570
6767,JF1VA2M62G9802719,90
6768,WBSCK9338WLC86443,284
6769,JM1NC2PF9E0234731,371
6770,1GCEC14T11Z326359,291
6771,1G4GM1172HP424928,90
6772,JN1AZ34E93T013689,90
6773,WBA4W9C56JAB95075,122
6774,JTJHT00WX53554776,137
6775,EG21000202,291
6776,SCBEC9ZA8EC086907,307
6777,WP0AC2Y11LSA72535,144
6778,WBSNB93516B581560,669
6779,WBAFR7C57BC267344,90
6780,4T1FA38P07U109339,332
6781,1FTEX14H8RKA66093,474
6782,WP0CA2986VS621866,383
6783,WVWAH63D748007680,90
6784,JA3AW75KXTY800265,325
6785,WBSBR93423PK02957,90
6786,1B3JZ69Z78V200307,90
6787,WP0AA29911S622210,234
6788,WPOJB092XFS861332,229
6789,WP0BA29992S635552,586
6790,WBADC8406J1724365,682
6791,1FTHX25H7HKA59863,90
6792,JN1AR5EF1AM230390,258
6793,WDDDJ77X77A101699,503
6794,WAUDGAFL9CA083184,462
6795,50GK41SA2JA000167,90
6796,WBABW53406PJ97641,306
6797,WBSFV9C51DC774004,248
6798,WP0AA2960RS820150,438
6799,4JGAB74EX1A262287,724
6800,JN1AR5EG6EM110132,626
6801,ZFFFD32A0K0081835,192
6802,1HGED3540KA066893,369
6803,WBSNB93516B582000,636
6804,JF1GH75678G810036,677
6805,YS3DD78N2X7057194,612
6806,1G1YY12S925109989,433
6807,1FTEX1E61AFD70456,147
6808,JT2SW21N9M0009047,313
6809,5TFPC5DB4NX003075,90
6810,JTJHT00W113500213,444
6811,WBAUU3C50CA951227,448
6812,2B3LJ74W08H289231,430
6813,5YJSA1AG4DFP08475,360
6814,WDBBA45C1FA018878,390
6815,1GCJK34101E288657,430
6816,YS3GN4BJ5B4005180,90
6817,SCBGT3ZA0EC087698,194
6818,WBAHD6323RBJ96070,580
6819,WP0AB2A94GS122527,180
6820,1FMNU43S24EC74612,150
6821,JTHBP5C24E5011560,90
6822,3C3CFFFH1FT667395,523
6823,WUAPWAF59KA901907,292
6824,WDBEA51E5NB695967,377
6825,SCBEC9ZA2EC093920,493
6826,ZAMFN1103LA331911,90
6827,WP0AA2991TS321360,294
6828,WBAVT73528FZ37595,90
6829,SBM22GCA9LW000636,116
6830,WBAGB4318J3201291,375
6831,WDBJF74H5XA938381,396
6832,JN1AZ4FH9AM300096,418
6833,WDBTJ76H03F041406,201
6834,YV1SZ58D611011450,216
6835,1G6DV5EP1C0108320,300
6836,WF0DP3TH0H4120009,719
6837,WUAPV54B23N905455,123
6838,WDDNG79X17A068196,185
6839,WP0AA2A86EK170232,725
6840,WBS1H9C57GV786118,90
6841,1GTCS1447X8513347,150
6842,SCFBB03B47GC03320,627
6843,WAUMGAFLXCA056205,298
6844,1FAHP60A02Y102290,724
6845,WBSWL93568P330931,103
6846,1G1BL52P3TR155674,297
6847,WBADC8405H1722861,601
6848,JTHCM1D2XG5003955,361
6849,JM1FE173840114268,445
6850,1G2ZH36N474145151,711
6851,WBAWB73508P039580,395
6852,SCAZN02A1KCX27428,328
6853,WBAUN7C53BVM23922,714
6854,JACCH58R8L8919299,90
6855,1G2WJ12XXSF342602,504
6856,WBADN53431GC96249,118
6857,WDDHF7HB0AA147372,273
6858,WBAKE3C51BE558980,588
6859,JT4VN13D8R5129728,157
6860,JF1GF8KD3TG013875,248
6861,SBM13FAA8JW004423,398
6862,WBSNB93548CX08153,90
6863,WAUXL68E44A160680,123
6864,19UYA42611A037032,293
6865,WDBBA48D7GA054516,327
6866,5UXFA13585LY10906,90
6867,1GCHR33N3HS145518,90
6868,W1KZH8KB3LA812667,419
6869,2J4FY39T0LJ505556,633
6870,1FAHP2KT1AG101368,469
6871,VAG46121717911752,200
6872,1FADP3L97DL311203,433
6873,JH4KA4678KC023706,749
6874,WBSWL93518P330027,713
6875,SALTY12401A706093,459
6876, WBAAD110002314150,412
6877,KNAE35LC6L6081472,516
6878,WDBCA45D5HA292312,90
6879, 5J6YH28695L007528,357
6880,WP0CB29868U730091,634
6881,WAUBGAFLXDA230282,294
6882,JM1NB353630309786,304
6883,JH4DC53086S019800,413
6884,5TESN92N01Z871926,173
6885, 1FTFW1RGXMFC40464,138
6886,WP1AA2A25DLA04030,378
6887,WDB46323017098191,614
6888,1G2HZ54Y25U102801,297
6889,JM1NA3515M0225820,221
6890,WBS4Y9C5XJAC86937,90
6891,JA3AN74K5VY003459,276
6892,JHMAP11411T008470,411
6893,1GKEK18K8RJ762693,328
6894,WDDDJ75X46A054097,90
6895,3D7HA16H64G250563,420
6896,WBS3C9C5XFP803682,90
6897,SAJNX274XSC195968,90
6898,JT3HN87R3V0062611,391
6899,WDBTJ65J95F153851,90
6900,1FAFP49Y04F166808,137
6901, WBAGG83451DN83681,460
6902,JF1GR89609L807470,535
6903,4USCK5339XLE95217,711
6904,JF1GD29692G530022,234
6905,ZARDA1242J1051019,334
6906,SCCLMDDN6LHA10599,90
6907,WVWKC71K88W053496,566
6908,JTHBL46F085061557,293
6909,1ZVBP8CF4E5277406,462
6910,SAJHY1745MC640589,733
6911,JT2MA67L5C0043134,320
6912,WBSNB93536B583164,542
6913,JF1CX3535NH108643,671
6914,JH4DC2391XS000522,98
6915,HDJ810017482,90
6916,WBS3U9C57GP968927,90
6917,2B3KA53H56H353926,391
6918,YS3AK46E3N2014293,712
6919,WAU4FAFL4AA151794,265
6920,1GC0KZEG7HZ346025,342
6921,JF1GG74667G815408,90
6922,WBS2U7C03M7J56864,209
6923,SALMF13497A240150,189
6924,JF4GG726X6G050479,432
6925,WBSFV9C58GG343494,644
6926,1GNEV18K7JF158845,140
6927,1G1YB3D48M5117998,90
6928,1G8MG35XX7Y131883,334
6929,JF1VA1C65J9806525,496
6930,G1AY8785C5104524,718
6931,JTHBL46FX85079967,110
6932,1G1BL52P0TR172156,515
6933,1FA6P8CF5F5430306,140
6934,WBAEG2315MCB74118,564
6935,1FAFP45X71F196946,90
6936,TRUB1AFK4A1016093,489
6937,2G1WL15C479393553,90
6938,JT2ST66C8J7247529,223
6939,WP0CB29881U660955,315
6940,WDB2100721A225085,90
6941,WP0AA2990TS322290,90
6942,WBADT43473G032953,651
6943,1FATP8FF4K5120978,255
6944,WMWSV3C59CT386632,362
6945,WBADT634X2CH88989,367
6946,WDBFA68F6XF175393,292
6947,1FAFP42X62F223818,599
6948,WDBHA33E4XF782933,105
6949,JTJHT00W164019511,90
6950,WP0AA2992YS621531,90
6951,SCFAD01A05GA01183,153
6952,GGB003089,761
6953,WBSBR934X5PK08833,182
6954,JM1NB353430310791,472
6955,JA3AH86F43U095973,671
6956,UCF2100011118,90
6957,1J7FT36L0LL153093,235
6958,SCBBP9ZA8DC078490,640
6959,WBSFV9C56DD095517,628
6960,SCCLMDVNXJHA10486,760
6961,JHMBB61411C008159,325
6962,1FAFP42X33F326986,90
6963,WMWZP3C52BTX84336,131
6964,1GKS2HKJ6GR240655,356
6965,WDBLJ74G31F181585,136
6966,PY32-400177,500
6967,1J4BA6D11AL197976,601
6968,WDBEA30DXGA195714,651
6969,JT8CH32Y2V0052262,754
6970,JT3FJ80W9M0002981,319
6971,S83P-084606,501
6972,JHMAP11432T004731,90
6973,JHMBB6249YC008273,483
6974,WAUHP84A6PN041839,334
6975,WP0AA29991S623234,494
6976,3C3CFFJH6DT672290,678
6977,JTEBU4BF7CK129203,136
6978,WDDGF7HB7AF385881,333
6979,WBAEN334X3PC11841,90
6980,SAJWA1CB9BLV13017,544
6981,4USCJ333XWLC15021,264
6982,WBANB33504B087138,90
6983,5UMBT935X6LE89993,320
6984,WP0CA29851S620265,448
6985,JTEHT05J742053201,367
6986,WAUPNAF42JN001314,179
6987,2FTZF0733YCB12222,371
6988,2G1FP22P0V2149955,171
6989,WBADN53431GC97496,649
6990,JTEBU5JR6E5151146,90
6991,WBSBG9336WEY80060,326
6992,JTJBT20X880151511,229
6993,WP1AF2A54FLB91209,297
6994,5YJSA1E49KF332014,153
6995,WDDDJ76X56A035539,158
6996,TW0V0BJ7309506990,571
6997,WAUKGAFL7FA104433,238
6998,JHMAP11431T004582,501
6999,SALHC1347SA655213,90
7000,1J4FF48S5YL217263,656
7001,5YJSA1H16EFP52481,684
7002,WAUFC0893KA146245,503
7003,WBS8M9C53H5G83888,90
7004,TRUWT28N311002470,90
7005, JF1GR89629L806191,102
7006,JF4GG72636G051411,181
7007,WBSAK0306J2197247,486
7008,JTEBU11F08K009296,291
7009,JTJHT00W974023453,90
7010,WP0CA29912S654052,266
7011,WP0CB298XYU663978,90
7012,WBAVS13537FX16585,90
7013,JT6HJ88J9V0153728,777
7014,WBSEH93426B797844,125
7015,JN1BZ34D27M505783,90
7016,JHMAP1144YT005685,90
7017,YV1SJ527962578411,222
7018,WDDEJ71X67A005785,117
7019,WDBGA70E6PA135390,298
7020,WP0AA29867U760796,90
7021,WP0CA29837U711922,486
7022,WBAEG1317MCB42409,704
7023,EA11R-109182,364
7024,1FADP3L9XDL163774,587
7025,WBSFV9C52DD096907,619
7026,SALLDHAF7KA924472,90
7027,WBSDE9343YBZ96621,117
7028,PG6SA-102302,90
7029,JTEBU17R39K038696,179
7030,WBS8M9C57G5D31430,90
7031,JH4NA1260MT001906,298
7032,ZARBAAA47GM180762,588
7033,5UXKR6C50H0J83905,670
7034,5YJRE1A38A1001078,241
7035,WDDNG71X28A195889,353
7036,JNKCV54E23M220902,553
7037,1FMSU43F42EB31096,173
7038,JM1NB354840409625,346
7039,WBA8B7G56JNU95037,717
7040,1FT7W2BT1JEB29319,483
7041,GC8020369,277
7042,WAUPL58E55A014090,196
7043,2FABP7EV1BX139095,90
7044,JT8UF11EXP0174585,388
7045,1GNEV18K1MF147960,90
7046,1J4FJ68S2TL280534,453
7047,WDBUF87X68B202647,90
7048,WDCYC7DF9GX246252,90
7049,JM1FE173450144966,644
7050,JA3AM44H8VY001436,650
7051,WP0AA2991XS627156,90
7052,WDBNF67J96A479316,94
7053,WBAEG2317MCB72080,266
7054,1G1YS3D60J5602102,90
7055,WBAAA1308H2323096,650
7056,1C4BJWEG6HL602443,374
7057,1G1YA2D43M5105111,90
